English Sentence,English NER Tagged,Chinese Sentence,Chinese NER Tagged,Merged English NER Tagged,Merged Chinese NER Tagged
"My grandmother was a chemist. She worked at the Banting Institute in Toronto, and at 44 she died of stomach cancer. I never met my grandmother, but I carry on her name -- her exact name, Eva Vertes -- and I like to think I carry on her scientific passion, too.","[{'entity': 'I-ORG', 'score': 0.9999677, 'index': 14, 'word': '▁Ban', 'start': 48, 'end': 51}, {'entity': 'I-ORG', 'score': 0.99993944, 'index': 15, 'word': 'ting', 'start': 51, 'end': 55}, {'entity': 'I-ORG', 'score': 0.999954, 'index': 16, 'word': '▁Institute', 'start': 56, 'end': 65}, {'entity': 'I-LOC', 'score': 0.9999324, 'index': 18, 'word': '▁Toronto', 'start': 69, 'end': 76}, {'entity': 'I-PER', 'score': 0.99996066, 'index': 49, 'word': '▁Eva', 'start': 187, 'end': 190}, {'entity': 'I-PER', 'score': 0.99997914, 'index': 50, 'word': '▁Ver', 'start': 191, 'end': 194}, {'entity': 'I-PER', 'score': 0.99997306, 'index': 51, 'word': 'tes', 'start': 194, 'end': 197}]",我的外祖母是一名化?家，她在多?多的班廷研究所工作 44??死于胃癌，所以我并?有机??眼?到她 但是我?承了她的名字——伊娃·??泰什 我想我也?承了她?科?的?情,"[{'entity': 'I-LOC', 'score': 0.999987, 'index': 11, 'word': '多?多', 'start': 14, 'end': 17}, {'entity': 'I-ORG', 'score': 0.9995004, 'index': 13, 'word': '班', 'start': 18, 'end': 19}, {'entity': 'I-ORG', 'score': 0.99976116, 'index': 14, 'word': '廷', 'start': 19, 'end': 20}, {'entity': 'I-ORG', 'score': 0.9974769, 'index': 15, 'word': '研究所', 'start': 20, 'end': 23}, {'entity': 'I-PER', 'score': 0.99996746, 'index': 39, 'word': '伊', 'start': 61, 'end': 62}, {'entity': 'I-PER', 'score': 0.99993145, 'index': 40, 'word': '娃', 'start': 62, 'end': 63}, {'entity': 'I-PER', 'score': 0.9997249, 'index': 41, 'word': '·', 'start': 63, 'end': 64}, {'entity': 'I-PER', 'score': 0.9999577, 'index': 42, 'word': '?', 'start': 64, 'end': 65}, {'entity': 'I-PER', 'score': 0.99992347, 'index': 43, 'word': '?', 'start': 65, 'end': 66}, {'entity': 'I-PER', 'score': 0.9999236, 'index': 44, 'word': '泰', 'start': 66, 'end': 67}, {'entity': 'I-PER', 'score': 0.9999318, 'index': 45, 'word': '什', 'start': 67, 'end': 68}]","[{'word': 'Banting Institute', 'tag': 'I-ORG', 'score': 0.99993944}, {'word': 'Toronto', 'tag': 'I-LOC', 'score': 0.9999324}, {'word': 'Eva Vertes', 'tag': 'I-PER', 'score': 0.99996066}]","[{'word': '多?多', 'tag': 'I-LOC', 'score': 0.999987}, {'word': '班廷研究所', 'tag': 'I-ORG', 'score': 0.9974769}, {'word': '伊娃·??泰什', 'tag': 'I-PER', 'score': 0.9997249}]"
"I found this passion not far from here, actually, when I was nine years old.",[],"事?上, 我找到?情的地方离?儿并不?, 那年我九?",[],[],[]
My family was on a road trip and we were in the Grand Canyon.,"[{'entity': 'I-LOC', 'score': 0.9999522, 'index': 13, 'word': '▁Grand', 'start': 48, 'end': 53}, {'entity': 'I-LOC', 'score': 0.99994946, 'index': 14, 'word': '▁Canyon', 'start': 54, 'end': 60}]",我?全家一起自?游到美?大?谷,"[{'entity': 'I-LOC', 'score': 0.9999945, 'index': 8, 'word': '美?', 'start': 10, 'end': 12}, {'entity': 'I-LOC', 'score': 0.5263995, 'index': 10, 'word': '?', 'start': 13, 'end': 14}]","[{'word': 'Grand Canyon', 'tag': 'I-LOC', 'score': 0.99994946}]","[{'word': '美?', 'tag': 'I-LOC', 'score': 0.9999945}, {'word': '?', 'tag': 'I-LOC', 'score': 0.5263995}]"
And I had never been a reader when I was young -- my dad had tried me with the Hardy Boys; I tried Nancy Drew; I tried all that -- and I just didn't like reading books.,"[{'entity': 'I-ORG', 'score': 0.99715674, 'index': 20, 'word': '▁Hard', 'start': 79, 'end': 83}, {'entity': 'I-ORG', 'score': 0.9989054, 'index': 21, 'word': 'y', 'start': 83, 'end': 84}, {'entity': 'I-ORG', 'score': 0.9996213, 'index': 22, 'word': '▁Boys', 'start': 85, 'end': 89}, {'entity': 'I-PER', 'score': 0.9999436, 'index': 26, 'word': '▁Nancy', 'start': 99, 'end': 104}, {'entity': 'I-PER', 'score': 0.9998679, 'index': 27, 'word': '▁Drew', 'start': 105, 'end': 109}]","在那之前我一直都不喜??? 爸爸曾?我???一下哈迪男孩，我自己也????南希·朱? 我全都??了, 但我就是不喜???","[{'entity': 'I-MISC', 'score': 0.9476657, 'index': 16, 'word': '哈', 'start': 24, 'end': 25}, {'entity': 'I-MISC', 'score': 0.94488746, 'index': 17, 'word': '迪', 'start': 25, 'end': 26}, {'entity': 'I-MISC', 'score': 0.9046209, 'index': 18, 'word': '男孩', 'start': 26, 'end': 28}, {'entity': 'I-PER', 'score': 0.99997747, 'index': 26, 'word': '南', 'start': 37, 'end': 38}, {'entity': 'I-PER', 'score': 0.9999652, 'index': 27, 'word': '希', 'start': 38, 'end': 39}, {'entity': 'I-PER', 'score': 0.99981683, 'index': 28, 'word': '·', 'start': 39, 'end': 40}, {'entity': 'I-PER', 'score': 0.9999361, 'index': 29, 'word': '朱', 'start': 40, 'end': 41}, {'entity': 'I-PER', 'score': 0.9998977, 'index': 30, 'word': '?', 'start': 41, 'end': 42}]","[{'word': 'Hardy Boys', 'tag': 'I-ORG', 'score': 0.99715674}, {'word': 'Nancy Drew', 'tag': 'I-PER', 'score': 0.9998679}]","[{'word': '哈迪男孩', 'tag': 'I-MISC', 'score': 0.9046209}, {'word': '南希·朱?', 'tag': 'I-PER', 'score': 0.99981683}]"
And my mother bought this book when we were at the Grand Canyon called "The Hot Zone." It was all about the outbreak of the Ebola virus.,"[{'entity': 'I-LOC', 'score': 0.99997365, 'index': 12, 'word': '▁Grand', 'start': 51, 'end': 56}, {'entity': 'I-LOC', 'score': 0.9999747, 'index': 13, 'word': '▁Canyon', 'start': 57, 'end': 63}, {'entity': 'I-MISC', 'score': 0.99916863, 'index': 16, 'word': 'The', 'start': 72, 'end': 75}, {'entity': 'I-MISC', 'score': 0.9957288, 'index': 17, 'word': '▁Hot', 'start': 76, 'end': 79}, {'entity': 'I-MISC', 'score': 0.97833586, 'index': 18, 'word': '▁Zone', 'start': 80, 'end': 84}, {'entity': 'I-MISC', 'score': 0.99991584, 'index': 29, 'word': '▁E', 'start': 124, 'end': 125}, {'entity': 'I-MISC', 'score': 0.99915826, 'index': 30, 'word': 'bola', 'start': 125, 'end': 129}]",在大?谷?我母??了一本??我 叫做”高危地?“，?的是埃博拉病毒的爆?,"[{'entity': 'I-LOC', 'score': 0.9695579, 'index': 3, 'word': '?', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.94532853, 'index': 4, 'word': '谷', 'start': 3, 'end': 4}, {'entity': 'I-MISC', 'score': 0.77917016, 'index': 23, 'word': '博', 'start': 29, 'end': 30}]","[{'word': 'Grand Canyon', 'tag': 'I-LOC', 'score': 0.99997365}, {'word': 'The Hot Zone', 'tag': 'I-MISC', 'score': 0.97833586}, {'word': 'Ebola', 'tag': 'I-MISC', 'score': 0.99915826}]","[{'word': '?谷', 'tag': 'I-LOC', 'score': 0.94532853}, {'word': '博', 'tag': 'I-MISC', 'score': 0.77917016}]"
And something about it just kind of drew me towards it.,[],我被其中的某些部分吸引住了,[],[],[]
"There was this big sort of bumpy-looking virus on the cover, and I just wanted to read it. I picked up that book, and as we drove from the edge of the Grand Canyon to Big Sur, and to, actually, here where we are today, in Monterey, I read that book, and from when I was reading that book, I knew that I wanted to have a life in medicine.","[{'entity': 'I-LOC', 'score': 0.9999026, 'index': 42, 'word': '▁Grand', 'start': 151, 'end': 156}, {'entity': 'I-LOC', 'score': 0.9999014, 'index': 43, 'word': '▁Canyon', 'start': 157, 'end': 163}, {'entity': 'I-LOC', 'score': 0.999969, 'index': 45, 'word': '▁Big', 'start': 167, 'end': 170}, {'entity': 'I-LOC', 'score': 0.999946, 'index': 46, 'word': '▁Sur', 'start': 171, 'end': 174}, {'entity': 'I-LOC', 'score': 0.999943, 'index': 60, 'word': '▁Monte', 'start': 222, 'end': 227}, {'entity': 'I-LOC', 'score': 0.99994195, 'index': 61, 'word': 'rey', 'start': 227, 'end': 230}]","?的封面是一?表面崎?不平的病毒的?片 我突然有了??它的欲望，我拿起了?本? 接下?的旅途中, ?大?谷?? 到大瑟?，再到我?今天所在的蒙特雷 我一直在??本?，?那?起 我就知道我要把??作?我一生的追求","[{'entity': 'I-LOC', 'score': 0.9997577, 'index': 34, 'word': '大', 'start': 50, 'end': 51}, {'entity': 'I-LOC', 'score': 0.99988663, 'index': 35, 'word': '?', 'start': 51, 'end': 52}, {'entity': 'I-LOC', 'score': 0.9998336, 'index': 36, 'word': '谷', 'start': 52, 'end': 53}, {'entity': 'I-LOC', 'score': 0.9969939, 'index': 37, 'word': '??', 'start': 53, 'end': 55}, {'entity': 'I-LOC', 'score': 0.99987376, 'index': 40, 'word': '大', 'start': 57, 'end': 58}, {'entity': 'I-LOC', 'score': 0.99989426, 'index': 41, 'word': '瑟', 'start': 58, 'end': 59}, {'entity': 'I-LOC', 'score': 0.9999181, 'index': 42, 'word': '?', 'start': 59, 'end': 60}, {'entity': 'I-LOC', 'score': 0.99996936, 'index': 50, 'word': '蒙', 'start': 70, 'end': 71}, {'entity': 'I-LOC', 'score': 0.9999572, 'index': 51, 'word': '特', 'start': 71, 'end': 72}, {'entity': 'I-LOC', 'score': 0.9999845, 'index': 52, 'word': '雷', 'start': 72, 'end': 73}]","[{'word': 'Grand Canyon', 'tag': 'I-LOC', 'score': 0.9999014}, {'word': 'Big Sur', 'tag': 'I-LOC', 'score': 0.999946}, {'word': 'Monterey', 'tag': 'I-LOC', 'score': 0.99994195}]","[{'word': '大?谷??', 'tag': 'I-LOC', 'score': 0.9969939}, {'word': '大瑟?', 'tag': 'I-LOC', 'score': 0.99987376}, {'word': '蒙特雷', 'tag': 'I-LOC', 'score': 0.9999572}]"
"I wanted to be like the explorers I'd read about in the book, who went into the jungles of Africa, went into the research labs and just tried to figure out what this deadly virus was. So from that moment on, I read every medical book I could get my hands on, and I just loved it so much.","[{'entity': 'I-LOC', 'score': 0.9999962, 'index': 25, 'word': '▁Africa', 'start': 91, 'end': 97}]",我想要像?中的探?家一? 深入非洲的?林 走???室，??搞清楚 ?种致命的病毒到底是什么，?那?始，我?遍了所有我可以找到的???籍 并且深深沉迷于此,"[{'entity': 'I-LOC', 'score': 0.99996924, 'index': 12, 'word': '非洲', 'start': 15, 'end': 17}]","[{'word': 'Africa', 'tag': 'I-LOC', 'score': 0.9999962}]","[{'word': '非洲', 'tag': 'I-LOC', 'score': 0.99996924}]"
I was a passive observer of the medical world.,[],在??的世界里，我是?被?的??者,[],[],[]
"It wasn't until I entered high school that I thought, ""Maybe now, you know -- being a big high school kid -- I can maybe become an active part of this big medical world.""",[],"一直到了高中，我才想到 ”我已?是高中生了,或???在?始 我可以?手做?儿什么了”",[],[],[]
"I was 14, and I emailed professors at the local university to see if maybe I could go work in their lab. And hardly anyone responded.",[],那?我14?，我??地大?的教授?了很多封?件 看看有?有可能在他?的??室里工作，几乎?有人?我答复,[],[],[]
"But I mean, why would they respond to a 14-year-old, anyway?",[],但是，他?也?有理由理?一?14?的小丫?片子，?吧？,[],[],[]
"And I got to go talk to one professor, Dr. Jacobs, who accepted me into the lab.","[{'entity': 'I-PER', 'score': 0.99999416, 'index': 13, 'word': '▁Jacob', 'start': 43, 'end': 48}, {'entity': 'I-PER', 'score': 0.99998975, 'index': 14, 'word': 's', 'start': 48, 'end': 49}]","然后我找到雅各布斯教授, 跟他?了? 他同意我???室","[{'entity': 'I-PER', 'score': 0.97304857, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99964774, 'index': 5, 'word': '雅', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99991524, 'index': 6, 'word': '各', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9999707, 'index': 7, 'word': '布', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.99994373, 'index': 8, 'word': '斯', 'start': 8, 'end': 9}]","[{'word': 'Jacobs', 'tag': 'I-PER', 'score': 0.99998975}]","[{'word': '雅各布斯', 'tag': 'I-PER', 'score': 0.99964774}]"
"At that time, I was really interested in neuroscience and wanted to do a research project in neurology -- specifically looking at the effects of heavy metals on the developing nervous system.",[],那?，我?神?科?很有?趣 希望能研究一?有?神?病?的?? 尤其是研究重金???育中的神?系?的影?,[],[],[]
"So I started that, and worked in his lab for a year, and found the results that I guess you'd expect to find when you feed fruit flies heavy metals -- that it really, really impaired the nervous system.",[],我花了一年的??去研究 最后得到了大家都能想到的?果 如果?果?的食物中加入重金?——???致很?重的神?系???,[],[],[]
The spinal cord had breaks. The neurons were crossing in every which way.,[],"脊髓?折?, 神?元也??意交叉",[],[],[]
"And from then I wanted to look not at impairment, but at prevention of impairment.",[],?那?起我就把重??移到了?如何?防??上面,[],[],[]
"So that's what led me to Alzheimer's. I started reading about Alzheimer's and tried to familiarize myself with the research, and at the same time when I was in the -- I was reading in the medical library one day, and I read this article about something called ""purine derivatives.""","[{'entity': 'I-MISC', 'score': 0.9999012, 'index': 9, 'word': '▁Alzheimer', 'start': 25, 'end': 34}, {'entity': 'I-MISC', 'score': 0.9985461, 'index': 10, 'word': ""'"", 'start': 34, 'end': 35}, {'entity': 'I-MISC', 'score': 0.72673696, 'index': 11, 'word': 's', 'start': 35, 'end': 36}, {'entity': 'I-MISC', 'score': 0.99990964, 'index': 17, 'word': '▁Alzheimer', 'start': 62, 'end': 71}, {'entity': 'I-MISC', 'score': 0.99907815, 'index': 18, 'word': ""'"", 'start': 71, 'end': 72}, {'entity': 'I-MISC', 'score': 0.97991085, 'index': 19, 'word': 's', 'start': 72, 'end': 73}]",?件事激?了我?阿?茨海默氏症的?趣。我?始??相?的?料 并使自己的熟悉相?的研究 在同一??，?我在...... 有一天，我在??????到一篇文章 是?于嘌呤衍生物的,"[{'entity': 'I-MISC', 'score': 0.89904463, 'index': 7, 'word': '茨', 'start': 10, 'end': 11}, {'entity': 'I-MISC', 'score': 0.71719056, 'index': 8, 'word': '海', 'start': 11, 'end': 12}]","[{'word': ""Alzheimer's"", 'tag': 'I-MISC', 'score': 0.72673696}, {'word': ""Alzheimer's"", 'tag': 'I-MISC', 'score': 0.97991085}]","[{'word': '茨海', 'tag': 'I-MISC', 'score': 0.71719056}]"
And they seemed to have cell growth-promoting properties.,[],他?似乎有促??胞生?的功能,[],[],[]
"And being naive about the whole field, I kind of thought, ""Oh, you have cell death in Alzheimer's which is causing the memory deficit, and then you have this compound -- purine derivatives -- that are promoting cell growth.""","[{'entity': 'I-MISC', 'score': 0.99963975, 'index': 23, 'word': '▁Alzheimer', 'start': 86, 'end': 95}, {'entity': 'I-MISC', 'score': 0.9993573, 'index': 24, 'word': ""'"", 'start': 95, 'end': 96}, {'entity': 'I-MISC', 'score': 0.9913155, 'index': 25, 'word': 's', 'start': 96, 'end': 97}]",在??整??域几乎一?所知的情?下，我?想 “哦，阿?茨海默症中?有?胞死亡 ??致了???退，?在有?种化合物—— 嘌呤衍生物——可以促??胞的生?。“,[],"[{'word': ""Alzheimer's"", 'tag': 'I-MISC', 'score': 0.9913155}]",[]
"And so I thought, ""Maybe if it can promote cell growth, it can inhibit cell death, too.""",[],所以我想，“如果它能促??胞生?， 它也可以抑制?胞死亡。“,[],[],[]
"And so that's the project that I pursued for that year, and it's continuing now as well, and found that a specific purine derivative called ""guanidine"" had inhibited the cell growth by approximately 60 percent.",[],那一年我都在研究?种可能性 研究?行的很?利 我??了一种叫做胍的嘌呤衍生物 可以抑制?60%的?胞生?,[],[],[]
"So I presented those results at the International Science Fair, which was just one of the most amazing experiences of my life.","[{'entity': 'I-MISC', 'score': 0.99998224, 'index': 9, 'word': '▁International', 'start': 36, 'end': 49}, {'entity': 'I-MISC', 'score': 0.99997544, 'index': 10, 'word': '▁Science', 'start': 50, 'end': 57}, {'entity': 'I-MISC', 'score': 0.9999924, 'index': 11, 'word': '▁Fair', 'start': 58, 'end': 62}]",我向??科?博??提交了??成果， ?是我一生中最?忘的??之一,"[{'entity': 'I-MISC', 'score': 0.9995974, 'index': 3, 'word': '??', 'start': 2, 'end': 4}, {'entity': 'I-MISC', 'score': 0.9997501, 'index': 4, 'word': '科?', 'start': 4, 'end': 6}, {'entity': 'I-MISC', 'score': 0.9998903, 'index': 5, 'word': '博??', 'start': 6, 'end': 9}]","[{'word': 'International Science Fair', 'tag': 'I-MISC', 'score': 0.99997544}]","[{'word': '??科?博??', 'tag': 'I-MISC', 'score': 0.9995974}]"
"And there I was awarded ""Best in the World in Medicine,"" which allowed me to get in, or at least get a foot in the door of the big medical world.","[{'entity': 'I-MISC', 'score': 0.999899, 'index': 8, 'word': 'Best', 'start': 25, 'end': 29}, {'entity': 'I-MISC', 'score': 0.99943465, 'index': 9, 'word': '▁in', 'start': 30, 'end': 32}, {'entity': 'I-MISC', 'score': 0.9296921, 'index': 10, 'word': '▁the', 'start': 33, 'end': 36}, {'entity': 'I-MISC', 'score': 0.9999616, 'index': 11, 'word': '▁World', 'start': 37, 'end': 42}, {'entity': 'I-MISC', 'score': 0.9951951, 'index': 12, 'word': '▁in', 'start': 43, 'end': 45}, {'entity': 'I-MISC', 'score': 0.999928, 'index': 13, 'word': '▁Medicine', 'start': 46, 'end': 54}]",我被授予“世界最佳??”?? ?使我?入了，或者至少?出了我在??研究?域的第一步,"[{'entity': 'I-MISC', 'score': 0.996033, 'index': 5, 'word': '世界', 'start': 5, 'end': 7}, {'entity': 'I-MISC', 'score': 0.97313786, 'index': 6, 'word': '最佳', 'start': 7, 'end': 9}, {'entity': 'I-MISC', 'score': 0.94379133, 'index': 7, 'word': '??', 'start': 9, 'end': 11}]","[{'word': 'Best in the World in Medicine', 'tag': 'I-MISC', 'score': 0.9296921}]","[{'word': '世界最佳??', 'tag': 'I-MISC', 'score': 0.94379133}]"
